name,position,minutes_played,passes_completed,passes_total,shots,xg,ball_recoveries,pressures,dribbles_won,passes_completed_p90,passes_total_p90,shots_p90,xg_p90,ball_recoveries_p90,pressures_p90,dribbles_won_p90
Rubén de la Red Gutiérrez,Center Defensive Midfield,182,33.0,45.0,0.0,0.0,14.0,18.0,1.0,16.32,22.25,0.0,0.0,6.92,8.9,0.49
Rui Pedro da Rocha Fonte,Center Attacking Midfield,92,8.0,8.0,0.0,0.0,0.0,9.0,0.0,7.83,7.83,0.0,0.0,0.0,8.8,0.0
Rui Tiago Dantas da Silva,Goalkeeper,269,45.0,90.0,0.0,0.0,16.0,1.0,0.0,15.06,30.11,0.0,0.0,5.35,0.33,0.0
Ruud van Nistelrooy,Center Forward,408,57.0,73.0,17.0,3.578342058,10.0,35.0,3.0,12.57,16.1,3.75,0.79,2.21,7.72,0.66
Ryad Boudebouz,Right Center Back,90,7.0,9.0,1.0,0.02208615,1.0,6.0,0.0,7.0,9.0,1.0,0.02,1.0,6.0,0.0
Ryan Donk,Center Defensive Midfield,91,5.0,7.0,0.0,0.0,2.0,8.0,0.0,4.95,6.92,0.0,0.0,1.98,7.91,0.0
Ryan Guno Babel,Right Center Forward,90,7.0,10.0,0.0,0.0,3.0,15.0,1.0,7.0,10.0,0.0,0.0,3.0,15.0,1.0
Róbert Mazáň,Left Back,92,45.0,55.0,1.0,0.024734685,1.0,12.0,0.0,44.02,53.8,0.98,0.02,0.98,11.74,0.0
Róbson de Souza,Left Wing,361,81.0,95.0,5.0,0.301512968,13.0,56.0,6.0,20.19,23.68,1.25,0.08,3.24,13.96,1.5
Rúben Afonso Borges Semedo,Center Midfield,135,18.0,22.0,0.0,0.0,2.0,18.0,0.0,12.0,14.67,0.0,0.0,1.33,12.0,0.0
Rúben Micael Freitas da Ressurreição,Right Defensive Midfield,172,38.0,48.0,1.0,0.0449854,10.0,38.0,0.0,19.88,25.12,0.52,0.02,5.23,19.88,0.0
Rúben Miguel Nunes Vezo,Left Center Back,2091,571.0,754.0,4.0,0.1610522566,73.0,222.0,5.0,24.58,32.45,0.17,0.01,3.14,9.56,0.22
Răzvan Dincă Raț,Left Back,911,403.0,572.0,8.0,0.1938224838,29.0,70.0,5.0,39.81,56.51,0.79,0.02,2.86,6.92,0.49
Sabin Merino Zuloaga,Left Wing,1912,222.0,339.0,29.0,4.028968666,51.0,210.0,16.0,10.45,15.96,1.37,0.19,2.4,9.88,0.75
Sabit Abdulai,Right Center Midfield,91,7.0,10.0,0.0,0.0,3.0,13.0,1.0,6.92,9.89,0.0,0.0,2.97,12.86,0.99
Salvador Ballesta Vialcho,Center Forward,237,34.0,55.0,5.0,0.309619323,10.0,36.0,1.0,12.91,20.89,1.9,0.12,3.8,13.67,0.38
Salvador Ruiz Rodríguez,Left Back,146,35.0,41.0,0.0,0.0,5.0,8.0,0.0,21.58,25.27,0.0,0.0,3.08,4.93,0.0
Salvador Sevilla López,Center Attacking Midfield,1786,501.0,602.0,12.0,1.788730592,44.0,214.0,5.0,25.25,30.34,0.6,0.09,2.22,10.78,0.25
Salvatore Sirigu,Goalkeeper,90,7.0,24.0,0.0,0.0,6.0,0.0,0.0,7.0,24.0,0.0,0.0,6.0,0.0,0.0
Sami Khedira,Right Center Midfield,713,121.0,162.0,7.0,1.369073422,20.0,178.0,4.0,15.27,20.45,0.88,0.17,2.52,22.47,0.5
Samir Nasri,Left Center Midfield,122,71.0,77.0,1.0,0.07514225,9.0,31.0,3.0,52.38,56.8,0.74,0.06,6.64,22.87,2.21
Samuel Castillejo Azuaga,Left Midfield,2837,526.0,788.0,29.0,1.6266234515,133.0,597.0,40.0,16.69,25.0,0.92,0.05,4.22,18.94,1.27
Samuel Chimerenka Chukwueze,Right Midfield,525,115.0,165.0,15.0,1.984025422,27.0,71.0,19.0,19.71,28.29,2.57,0.34,4.63,12.17,3.26
Samuel Eto''o Fils,Center Forward,6643,1713.0,2261.0,303.0,50.6765807163,291.0,896.0,185.0,23.21,30.63,4.11,0.69,3.94,12.14,2.51
Samuel García Sánchez,Right Midfield,1569,270.0,402.0,10.0,1.251570528,43.0,226.0,15.0,15.49,23.06,0.57,0.07,2.47,12.96,0.86
Samuel Sáiz Alonso,Right Midfield,185,13.0,19.0,1.0,0.07033292,3.0,11.0,2.0,6.32,9.24,0.49,0.03,1.46,5.35,0.97
Samuel Yves Umtiti,Left Center Back,7601,4886.0,5255.0,17.0,1.866841961,335.0,594.0,18.0,57.85,62.22,0.2,0.02,3.97,7.03,0.21
Samuele Longo,Right Center Forward,148,11.0,16.0,1.0,0.1526698,0.0,23.0,1.0,6.69,9.73,0.61,0.09,0.0,13.99,0.61
Sandro Ramírez Castillo,Right Wing,1709,154.0,197.0,22.0,3.976028961,26.0,120.0,7.0,8.11,10.37,1.16,0.21,1.37,6.32,0.37
Sanjin Prcić,Right Defensive Midfield,91,7.0,8.0,4.0,0.159688016,4.0,6.0,2.0,6.92,7.91,3.96,0.16,3.96,5.93,1.98
Santiago Arias Naranjo,Right Back,218,64.0,81.0,1.0,0.050040502,7.0,14.0,1.0,26.42,33.44,0.41,0.02,2.89,5.78,0.41
Santiago Carpintero Fernández,Right Center Midfield,93,26.0,34.0,0.0,0.0,2.0,32.0,2.0,25.16,32.9,0.0,0.0,1.94,30.97,1.94
Santiago Cazorla González,Left Center Midfield,916,337.0,439.0,12.0,0.919412821,55.0,231.0,17.0,33.11,43.13,1.18,0.09,5.4,22.7,1.67
Santiago Comesaña Veiga,Left Defensive Midfield,90,37.0,42.0,0.0,0.0,5.0,55.0,1.0,37.0,42.0,0.0,0.0,5.0,55.0,1.0
Santiago Cáseres,Center Defensive Midfield,184,57.0,62.0,1.0,0.0425918,3.0,39.0,0.0,27.88,30.33,0.49,0.02,1.47,19.08,0.0
Santiago Ezquerro Marín,Left Wing,439,51.0,68.0,1.0,0.119576156,8.0,18.0,0.0,10.46,13.94,0.21,0.02,1.64,3.69,0.0
Santiago Mina Lorenzo,Right Wing,2973,487.0,666.0,31.0,3.895839884,71.0,552.0,19.0,14.74,20.16,0.94,0.12,2.15,16.71,0.58
Santiago Vergini,Right Center Back,2345,770.0,927.0,8.0,0.826662749,121.0,198.0,10.0,29.55,35.58,0.31,0.03,4.64,7.6,0.38
Santiago Wilmer Acasiete Ariadela,Left Center Back,443,100.0,124.0,1.0,0.06754636,15.0,54.0,1.0,20.32,25.19,0.2,0.01,3.05,10.97,0.2
Saïd Boutahar,Left Midfield,91,7.0,9.0,0.0,0.0,3.0,2.0,2.0,6.92,8.9,0.0,0.0,2.97,1.98,1.98
Saúl Berjón Pérez,Left Wing,2544,418.0,741.0,39.0,5.9593804495,92.0,249.0,18.0,14.79,26.21,1.38,0.21,3.25,8.81,0.64
Saúl Fernández García,Right Wing,141,15.0,21.0,1.0,0.034520876,5.0,31.0,2.0,9.57,13.4,0.64,0.02,3.19,19.79,1.28
Saúl Ñíguez Esclapez,Right Midfield,3886,1243.0,1590.0,63.0,5.2395370381,202.0,944.0,36.0,28.79,36.82,1.46,0.12,4.68,21.86,0.83
Saša Lukić,Center Defensive Midfield,91,28.0,31.0,0.0,0.0,8.0,21.0,0.0,27.69,30.66,0.0,0.0,7.91,20.77,0.0
Sebastien Chabaud,Left Center Midfield,90,27.0,33.0,0.0,0.0,4.0,22.0,1.0,27.0,33.0,0.0,0.0,4.0,22.0,1.0
Sebastián Bruno Fernández Miglierina,Center Forward,183,8.0,13.0,1.0,0.13337144,0.0,28.0,1.0,3.93,6.39,0.49,0.07,0.0,13.77,0.49
Sebastián Carlos Cristóforo Pepe,Left Defensive Midfield,1829,723.0,842.0,3.0,0.11124117800000001,97.0,455.0,15.0,35.58,41.43,0.15,0.01,4.77,22.39,0.74
Sebastián Dubarbier,Left Back,276,39.0,60.0,1.0,0.0061776573,16.0,49.0,1.0,12.72,19.57,0.33,0.0,5.22,15.98,0.33
Sebastián Eguren Ledesma,Left Center Midfield,186,55.0,80.0,0.0,0.0,9.0,72.0,0.0,26.61,38.71,0.0,0.0,4.35,34.84,0.0
Sebastián Taborda Ramos,Center Forward,93,6.0,12.0,1.0,0.057901584,0.0,6.0,0.0,5.81,11.61,0.97,0.06,0.0,5.81,0.0
Sendoa Aguirre Basterretxea,Left Wing,93,3.0,7.0,2.0,0.26192432400000004,3.0,6.0,0.0,2.9,6.77,1.94,0.25,2.9,5.81,0.0
Serdar Gürler,Left Midfield,90,8.0,9.0,0.0,0.0,1.0,7.0,0.0,8.0,9.0,0.0,0.0,1.0,7.0,0.0
Sergi Darder Moll,Right Center Midfield,785,158.0,208.0,13.0,0.3342188825,38.0,185.0,7.0,18.11,23.85,1.49,0.04,4.36,21.21,0.8
Sergi Gómez Solà,Left Center Back,3281,1451.0,1702.0,3.0,0.17685477700000002,139.0,418.0,4.0,39.8,46.69,0.08,0.0,3.81,11.47,0.11
Sergi Roberto Carnicer,Right Back,15687,8778.0,9737.0,63.0,5.04914793,543.0,1614.0,148.0,50.36,55.86,0.36,0.03,3.12,9.26,0.85
Sergi Samper Montaña,Center Defensive Midfield,181,28.0,32.0,0.0,0.0,3.0,19.0,0.0,13.92,15.91,0.0,0.0,1.49,9.45,0.0
Sergino Dest,Right Back,2304,1089.0,1211.0,14.0,1.767021703,76.0,280.0,32.0,42.54,47.3,0.55,0.07,2.97,10.94,1.25
Sergio Aragoneses Almeida,Goalkeeper,182,21.0,51.0,0.0,0.0,6.0,1.0,0.0,10.38,25.22,0.0,0.0,2.97,0.49,0.0
Sergio Asenjo Andrés,Goalkeeper,1729,331.0,534.0,0.0,0.0,74.0,5.0,0.0,17.23,27.8,0.0,0.0,3.85,0.26,0.0
Sergio Boris González Monteagudo,Left Center Back,182,12.0,18.0,0.0,0.0,1.0,6.0,0.0,5.93,8.9,0.0,0.0,0.49,2.97,0.0
Sergio Busquets i Burgos,Center Defensive Midfield,33094,24735.0,27209.0,79.0,6.2678923406,1529.0,6073.0,315.0,67.27,74.0,0.21,0.02,4.16,16.52,0.86
Sergio Canales Madrazo,Center Attacking Midfield,2651,767.0,995.0,40.0,2.7972550554,95.0,358.0,9.0,26.04,33.78,1.36,0.09,3.23,12.15,0.31
Sergio Enrich Ametller,Center Forward,3863,694.0,1007.0,59.0,9.094639439,115.0,744.0,23.0,16.17,23.46,1.37,0.21,2.68,17.33,0.54
Sergio Escudero Palomo,Left Back,2058,726.0,982.0,18.0,1.1722009735,79.0,330.0,18.0,31.75,42.94,0.79,0.05,3.45,14.43,0.79
Sergio Ezequiel Araújo,Center Forward,2587,380.0,524.0,61.0,6.911008203,79.0,280.0,26.0,13.22,18.23,2.12,0.24,2.75,9.74,0.9
Sergio Fernández González,Right Center Back,490,82.0,126.0,0.0,0.0,28.0,38.0,2.0,15.06,23.14,0.0,0.0,5.14,6.98,0.37
Sergio García De La Fuente,Center Forward,1360,194.0,276.0,18.0,1.181413887,40.0,216.0,24.0,12.84,18.26,1.19,0.08,2.65,14.29,1.59
Sergio Gontán Gallardo,Right Midfield,2847,637.0,977.0,39.0,3.2129139315,187.0,748.0,41.0,20.14,30.89,1.23,0.1,5.91,23.65,1.3
Sergio González Soriano,Left Defensive Midfield,510,123.0,157.0,4.0,0.050277619600000004,22.0,98.0,1.0,21.71,27.71,0.71,0.01,3.88,17.29,0.18
Sergio Guardiola Navarro,Right Center Forward,413,68.0,100.0,8.0,0.323757194,12.0,97.0,10.0,14.82,21.79,1.74,0.07,2.62,21.14,2.18
Sergio Gómez Martín,Right Wing,163,31.0,42.0,0.0,0.0,5.0,30.0,2.0,17.12,23.19,0.0,0.0,2.76,16.56,1.1
Sergio Herrera Pirón,Goalkeeper,276,61.0,98.0,0.0,0.0,18.0,1.0,0.0,19.89,31.96,0.0,0.0,5.87,0.33,0.0
Sergio Leonel Agüero del Castillo,Right Center Forward,695,126.0,165.0,22.0,3.005545609,27.0,88.0,37.0,16.32,21.37,2.85,0.39,3.5,11.4,4.79
Sergio León Limones,Center Forward,602,40.0,54.0,7.0,0.293438816,14.0,75.0,5.0,5.98,8.07,1.05,0.04,2.09,11.21,0.75
Sergio Martínez Ballesteros,Right Center Back,449,53.0,80.0,0.0,0.0,14.0,47.0,3.0,10.62,16.04,0.0,0.0,2.81,9.42,0.6
Sergio Matabuena Delgado,Left Defensive Midfield,227,35.0,44.0,0.0,0.0,7.0,48.0,0.0,13.88,17.44,0.0,0.0,2.78,19.03,0.0
Sergio Mendigutxia Iglesias,Right Wing,92,5.0,8.0,1.0,0.045000456,0.0,4.0,0.0,4.89,7.83,0.98,0.04,0.0,3.91,0.0
Sergio Mora Sánchez,Right Defensive Midfield,91,11.0,12.0,0.0,0.0,2.0,0.0,1.0,10.88,11.87,0.0,0.0,1.98,0.0,0.99
Sergio Ortega González,Right Center Back,90,10.0,17.0,0.0,0.0,4.0,5.0,0.0,10.0,17.0,0.0,0.0,4.0,5.0,0.0
Sergio Pelegrín López,Left Center Back,264,39.0,49.0,1.0,0.013369449,2.0,23.0,0.0,13.3,16.7,0.34,0.0,0.68,7.84,0.0
Sergio Postigo Redondo,Right Center Back,434,129.0,154.0,0.0,0.0,9.0,58.0,0.0,26.75,31.94,0.0,0.0,1.87,12.03,0.0
Sergio Ramos García,Left Center Back,4233,1956.0,2268.0,39.0,4.1126226447,197.0,565.0,12.0,41.59,48.22,0.83,0.09,4.19,12.01,0.26
Sergio Reguilón Rodríguez,Left Back,277,137.0,170.0,3.0,0.393050631,18.0,50.0,7.0,44.51,55.23,0.97,0.13,5.85,16.25,2.27
Sergio Rico González,Goalkeeper,3436,750.0,1140.0,0.0,0.0,174.0,4.0,0.0,19.64,29.86,0.0,0.0,4.56,0.1,0.0
Sergio Rodríguez García,Left Center Back,277,56.0,72.0,1.0,0.034912612,9.0,25.0,2.0,18.19,23.39,0.32,0.01,2.92,8.12,0.65
Sergio Sánchez Ortega,Right Back,637,177.0,231.0,1.0,0.058990408,12.0,75.0,1.0,25.01,32.64,0.14,0.01,1.7,10.6,0.14
Sergio Tejera Rodríguez,Center Attacking Midfield,90,9.0,13.0,0.0,0.0,2.0,12.0,1.0,9.0,13.0,0.0,0.0,2.0,12.0,1.0
Sergio Álvarez Conde,Goalkeeper,3173,653.0,1140.0,0.0,0.0,161.0,4.0,0.0,18.52,32.34,0.0,0.0,4.57,0.11,0.0
Sergio Álvarez Díaz,Right Defensive Midfield,2534,899.0,1184.0,7.0,0.717998313,147.0,685.0,25.0,31.93,42.05,0.25,0.03,5.22,24.33,0.89
Seung-Ho Paik,Left Center Midfield,90,2.0,3.0,1.0,0.038298387,1.0,0.0,0.0,2.0,3.0,1.0,0.04,1.0,0.0,0.0
Seydou Kéita,Left Center Midfield,9260,3619.0,4053.0,84.0,10.0194253441,268.0,884.0,64.0,35.17,39.39,0.82,0.1,2.6,8.59,0.62
Shaquell Moore,Right Back,91,20.0,31.0,1.0,0.33715823,1.0,11.0,0.0,19.78,30.66,0.99,0.33,0.99,10.88,0.0
Shkodran Mustafi,Right Center Back,2902,1239.0,1532.0,24.0,1.986936125,147.0,387.0,7.0,38.43,47.51,0.74,0.06,4.56,12.0,0.22
Sidi Yaya Keita,Left Defensive Midfield,153,30.0,36.0,0.0,0.0,9.0,36.0,1.0,17.65,21.18,0.0,0.0,5.29,21.18,0.59
Sidnei Rechel da Silva Júnior,Left Center Back,3543,1153.0,1475.0,7.0,0.727812812,197.0,299.0,21.0,29.29,37.47,0.18,0.02,5.0,7.6,0.53
Silvestre Manuel Gonçalves Varela,Left Midfield,93,6.0,8.0,0.0,0.0,1.0,3.0,0.0,5.81,7.74,0.0,0.0,0.97,2.9,0.0
Simon Thorup Kjær,Right Center Back,307,82.0,96.0,2.0,0.20826801,8.0,38.0,0.0,24.04,28.14,0.59,0.06,2.35,11.14,0.0
Simone Verdi,Center Attacking Midfield,747,66.0,84.0,6.0,0.2076511806,16.0,92.0,5.0,7.95,10.12,0.72,0.03,1.93,11.08,0.6
Simone Zaza,Right Center Forward,275,13.0,20.0,5.0,0.45476201400000005,1.0,42.0,0.0,4.25,6.55,1.64,0.15,0.33,13.75,0.0
Simão Mate,Center Defensive Midfield,2785,814.0,1084.0,13.0,0.783076223,145.0,396.0,13.0,26.31,35.03,0.42,0.03,4.69,12.8,0.42
Simão Pedro Fonseca Sabrosa,Left Midfield,663,220.0,296.0,8.0,0.409215876,31.0,128.0,16.0,29.86,40.18,1.09,0.06,4.21,17.38,2.17
Sisinio González Martínez,Left Midfield,319,75.0,112.0,5.0,0.177402913,33.0,83.0,6.0,21.16,31.6,1.41,0.05,9.31,23.42,1.69
Sofian Chakla,Left Center Back,91,11.0,19.0,1.0,0.094237916,3.0,8.0,0.0,10.88,18.79,0.99,0.09,2.97,7.91,0.0
Sofiane Feghouli,Right Wing,2431,464.0,728.0,33.0,3.170930072,101.0,275.0,25.0,17.18,26.95,1.22,0.12,3.74,10.18,0.93
Stanislav Lobotka,Center Defensive Midfield,352,162.0,178.0,0.0,0.0,17.0,75.0,0.0,41.42,45.51,0.0,0.0,4.35,19.18,0.0
Stefan Babović,Center Attacking Midfield,91,7.0,9.0,0.0,0.0,1.0,6.0,0.0,6.92,8.9,0.0,0.0,0.99,5.93,0.0
Stefan Mitrović,Left Center Back,92,10.0,17.0,0.0,0.0,3.0,4.0,0.0,9.78,16.63,0.0,0.0,2.93,3.91,0.0
Stefan Savić,Right Center Back,1644,443.0,555.0,2.0,0.432464496,38.0,122.0,1.0,24.25,30.38,0.11,0.02,2.08,6.68,0.05
Stefan Šćepović,Center Forward,2987,341.0,492.0,30.0,5.3156517149999996,32.0,205.0,7.0,10.27,14.82,0.9,0.16,0.96,6.18,0.21
Stefano Sorrentino,Goalkeeper,180,18.0,48.0,0.0,0.0,10.0,0.0,0.0,9.0,24.0,0.0,0.0,5.0,0.0,0.0
Steven N''Kemboanza Mike Christopher Nzonzi,Right Defensive Midfield,2647,1038.0,1271.0,21.0,2.287793363,106.0,391.0,14.0,35.29,43.21,0.71,0.08,3.6,13.29,0.48
Stipe Pletikosa,Goalkeeper,177,31.0,61.0,0.0,0.0,8.0,0.0,0.0,15.76,31.02,0.0,0.0,4.07,0.0,0.0
Stiven Ricardo Plaza Castillo,Right Center Forward,93,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.94,1.94,0.0,0.0,0.0,3.87,0.0
Stole Dimitrievski,Goalkeeper,90,16.0,25.0,0.0,0.0,6.0,0.0,0.0,16.0,25.0,0.0,0.0,6.0,0.0,0.0
Stéphane Jean François Pignol,Right Center Back,90,25.0,28.0,0.0,0.0,3.0,19.0,0.0,25.0,28.0,0.0,0.0,3.0,19.0,0.0
Stéphane M''Bia Etoundi,Right Defensive Midfield,149,24.0,26.0,0.0,0.0,3.0,13.0,0.0,14.5,15.7,0.0,0.0,1.81,7.85,0.0
Sulley Ali Muntari,Center Defensive Midfield,91,7.0,7.0,0.0,0.0,1.0,3.0,0.0,6.92,6.92,0.0,0.0,0.99,2.97,0.0
Sylvain N''Diayé,Center Defensive Midfield,92,6.0,7.0,0.0,0.0,4.0,3.0,2.0,5.87,6.85,0.0,0.0,3.91,2.93,1.96
Sylvio Mendes Campos Junior,Left Back,3627,1811.0,2151.0,21.0,0.9161717586,170.0,355.0,41.0,44.94,53.37,0.52,0.02,4.22,8.81,1.02
Sávio Bortolini Pimentel,Left Wing,347,63.0,90.0,7.0,0.306584448,16.0,35.0,6.0,16.34,23.34,1.82,0.08,4.15,9.08,1.56
Sébastien Corchia,Right Back,93,40.0,53.0,0.0,0.0,1.0,18.0,1.0,38.71,51.29,0.0,0.0,0.97,17.42,0.97
Sébastien Squillaci,Right Center Back,161,34.0,44.0,0.0,0.0,5.0,14.0,0.0,19.01,24.6,0.0,0.0,2.8,7.83,0.0
Sérgio Paulo Barbosa Valente,Right Midfield,3242,610.0,1014.0,33.0,2.5271095114,124.0,363.0,37.0,16.93,28.15,0.92,0.07,3.44,10.08,1.03
Sérgio da Silva Pinto,Left Defensive Midfield,138,10.0,18.0,1.0,0.00939551,0.0,12.0,0.0,6.52,11.74,0.65,0.01,0.0,7.83,0.0
Sílvio Manuel Azevedo Ferreira Sá Pereira,Left Back,183,28.0,32.0,0.0,0.0,3.0,20.0,0.0,13.77,15.74,0.0,0.0,1.48,9.84,0.0
Takashi Inui,Left Wing,2834,484.0,701.0,51.0,3.5327305855,88.0,451.0,31.0,15.37,22.26,1.62,0.11,2.79,14.32,0.98
Takefusa Kubo,Right Midfield,366,73.0,107.0,8.0,0.43050296899999996,19.0,89.0,6.0,17.95,26.31,1.97,0.11,4.67,21.89,1.48
Theo Bernard François Hernández,Left Back,269,71.0,98.0,3.0,0.541483814,11.0,33.0,3.0,23.75,32.79,1.0,0.18,3.68,11.04,1.0
Thiago Alcântara do Nascimento,Left Center Midfield,4913,3488.0,3815.0,45.0,5.703668125,253.0,567.0,112.0,63.9,69.89,0.82,0.1,4.63,10.39,2.05
Thiago Motta,Center Defensive Midfield,1421,433.0,478.0,12.0,0.798176688,46.0,115.0,13.0,27.42,30.27,0.76,0.05,2.91,7.28,0.82
Thibaut Courtois,Goalkeeper,993,175.0,260.0,0.0,0.0,52.0,1.0,0.0,15.86,23.56,0.0,0.0,4.71,0.09,0.0
Thierry Henry,Left Wing,5201,1184.0,1613.0,163.0,23.8719347415,160.0,415.0,85.0,20.49,27.91,2.82,0.41,2.77,7.18,1.47
Thierry Rendall Correia,Right Wing Back,92,24.0,37.0,1.0,0.0907733,3.0,18.0,0.0,23.48,36.2,0.98,0.09,2.93,17.61,0.0
Thievy Guivane Bifouma Koulossa,Right Wing,969,120.0,166.0,9.0,0.913167167,28.0,116.0,13.0,11.15,15.42,0.84,0.08,2.6,10.77,1.21
Thomas Lemar,Left Midfield,354,33.0,44.0,2.0,0.06434155,10.0,54.0,3.0,8.39,11.19,0.51,0.02,2.54,13.73,0.76
Thomas Teye Partey,Right Defensive Midfield,1853,373.0,461.0,13.0,2.1160220963,65.0,292.0,23.0,18.12,22.39,0.63,0.1,3.16,14.18,1.12
Thomas Vermaelen,Left Center Back,2560,1251.0,1347.0,9.0,0.8736103767000001,70.0,158.0,2.0,43.98,47.36,0.32,0.03,2.46,5.55,0.07
Théo Bongonda Mbul''Ofeko Batombo,Left Wing,1853,246.0,342.0,19.0,2.333516878,59.0,148.0,21.0,11.95,16.61,0.92,0.11,2.87,7.19,1.02
Tiago Cardoso Mendes,Left Defensive Midfield,2102,945.0,1123.0,12.0,0.58877939,104.0,415.0,6.0,40.46,48.08,0.51,0.03,4.45,17.77,0.26
Tiago Manuel Dias Correia,Left Wing,2792,553.0,893.0,82.0,2.5516080796,149.0,353.0,63.0,17.83,28.79,2.64,0.08,4.8,11.38,2.03
Timothée Kolodziejczak,Left Center Back,2557,1033.0,1262.0,7.0,0.965119266,98.0,198.0,5.0,36.36,44.42,0.25,0.03,3.45,6.97,0.18
Tobias Grahn,Left Wing,91,11.0,11.0,2.0,0.142774018,1.0,6.0,0.0,10.88,10.88,1.98,0.14,0.99,5.93,0.0
Tomas Franco Tavares,Right Midfield,92,2.0,3.0,0.0,0.0,0.0,11.0,0.0,1.96,2.93,0.0,0.0,0.0,10.76,0.0
Tomer Hemed,Left Center Forward,229,20.0,29.0,7.0,0.777798214,4.0,25.0,1.0,7.86,11.4,2.75,0.31,1.57,9.83,0.39
Tomás Pina Isla,Right Defensive Midfield,2891,743.0,960.0,10.0,0.679731938,146.0,525.0,11.0,23.13,29.89,0.31,0.02,4.55,16.34,0.34
Tomáš Ujfaluši,Left Center Back,546,131.0,167.0,3.0,0.31584554600000003,19.0,39.0,1.0,21.59,27.53,0.49,0.05,3.13,6.43,0.16
Tomáš Vaclík,Goalkeeper,367,68.0,108.0,0.0,0.0,20.0,2.0,0.0,16.68,26.49,0.0,0.0,4.9,0.49,0.0
Toni Kroos,Center Defensive Midfield,3617,2904.0,3199.0,34.0,1.857767323,199.0,990.0,24.0,72.26,79.6,0.85,0.05,4.95,24.63,0.6
Uche Henry Agbo,Left Center Midfield,554,122.0,148.0,0.0,0.0,22.0,83.0,2.0,19.82,24.04,0.0,0.0,3.57,13.48,0.32
Unai Bustinza Martínez,Right Center Back,455,80.0,124.0,1.0,0.07035228,15.0,54.0,0.0,15.82,24.53,0.2,0.01,2.97,10.68,0.0
Unai Expósito Medina,Right Back,268,42.0,58.0,0.0,0.0,4.0,75.0,0.0,14.1,19.48,0.0,0.0,1.34,25.19,0.0
Unai López Cabrera,Center Attacking Midfield,388,94.0,120.0,6.0,0.323705916,17.0,70.0,3.0,21.8,27.84,1.39,0.08,3.94,16.24,0.7
Unai Núñez Gestoso,Right Center Back,364,142.0,178.0,2.0,0.109562254,20.0,40.0,4.0,35.11,44.01,0.49,0.03,4.95,9.89,0.99
Unai Simón Mendibil,Goalkeeper,363,73.0,122.0,0.0,0.0,22.0,0.0,0.0,18.1,30.25,0.0,0.0,5.45,0.0,0.0
Unai Vencedor Paris,Right Defensive Midfield,157,68.0,77.0,1.0,0.080862835,4.0,34.0,1.0,38.98,44.14,0.57,0.05,2.29,19.49,0.57
Uroš Račić,Left Center Midfield,169,41.0,52.0,3.0,0.162755072,12.0,32.0,1.0,21.83,27.69,1.6,0.09,6.39,17.04,0.53
Ustaritz Aldekoaotalora Astarloa,Right Center Back,450,89.0,119.0,1.0,0.0062315986,17.0,48.0,0.0,17.8,23.8,0.2,0.0,3.4,9.6,0.0
Vadim Demidov,Left Center Back,274,43.0,60.0,0.0,0.0,8.0,11.0,4.0,14.12,19.71,0.0,0.0,2.63,3.61,1.31
Valentín Sergio Pachón Mosquero,Left Center Forward,93,6.0,8.0,2.0,0.263419456,0.0,8.0,1.0,5.81,7.74,1.94,0.25,0.0,7.74,0.97
Valery Fernández Estrada,Left Wing Back,90,26.0,33.0,0.0,0.0,7.0,7.0,0.0,26.0,33.0,0.0,0.0,7.0,7.0,0.0
Valmiro Lópes Rocha,Right Wing,746,120.0,186.0,8.0,1.378047161,37.0,107.0,9.0,14.48,22.44,0.97,0.17,4.46,12.91,1.09
Vicente Guaita Panadero,Goalkeeper,4081,719.0,1384.0,0.0,0.0,213.0,2.0,1.0,15.86,30.52,0.0,0.0,4.7,0.04,0.02
Vicente Iborra De La Fuente,Center Attacking Midfield,3265,708.0,972.0,39.0,7.4632611749999995,88.0,504.0,8.0,19.52,26.79,1.08,0.21,2.43,13.89,0.22
Vicente Rodríguez Guillén,Left Wing,459,52.0,80.0,5.0,0.200388577,15.0,42.0,2.0,10.2,15.69,0.98,0.04,2.94,8.24,0.39
Vicente Valcarce Cano,Left Back,93,26.0,39.0,0.0,0.0,1.0,11.0,0.0,25.16,37.74,0.0,0.0,0.97,10.65,0.0
Victor Obinna Nsofor,Center Forward,182,39.0,48.0,2.0,0.018902464,9.0,49.0,3.0,19.29,23.74,0.99,0.01,4.45,24.23,1.48
Victoriano Rivas Álvaro,Left Center Back,266,44.0,68.0,1.0,0.13607468,9.0,29.0,2.0,14.89,23.01,0.34,0.05,3.05,9.81,0.68
Vincenzo Renato Rennella,Right Center Forward,490,35.0,59.0,5.0,0.868483424,22.0,32.0,2.0,6.43,10.84,0.92,0.16,4.04,5.88,0.37
Vinícius José Paixão de Oliveira Júnior,Left Wing,345,102.0,138.0,10.0,0.562368052,21.0,96.0,11.0,26.61,36.0,2.61,0.15,5.48,25.04,2.87
Vitorino Gabriel Pacheco Antunes,Left Back,365,70.0,117.0,6.0,0.1315563775,16.0,50.0,0.0,17.26,28.85,1.48,0.03,3.95,12.33,0.0
Vladan Kujović,Goalkeeper,90,9.0,27.0,0.0,0.0,7.0,0.0,0.0,9.0,27.0,0.0,0.0,7.0,0.0,0.0
