name,position,minutes_played,passes_completed,passes_total,shots,xg,ball_recoveries,pressures,dribbles_won,passes_completed_p90,passes_total_p90,shots_p90,xg_p90,ball_recoveries_p90,pressures_p90,dribbles_won_p90
Augusto Jorge Mateo Solari,Left Midfield,90,7.0,13.0,1.0,0.25516874,2.0,10.0,0.0,7.0,13.0,1.0,0.26,2.0,10.0,0.0
Augusto Matías Fernández,Center Defensive Midfield,2855,1421.0,1632.0,19.0,1.421593159,196.0,804.0,31.0,44.8,51.45,0.6,0.04,6.18,25.35,0.98
Axel Werner,Goalkeeper,92,13.0,28.0,0.0,0.0,2.0,1.0,0.0,12.72,27.39,0.0,0.0,1.96,0.98,0.0
Aymen Abdennour,Left Center Back,2056,755.0,919.0,7.0,0.998068014,75.0,225.0,12.0,33.05,40.23,0.31,0.04,3.28,9.85,0.53
Aymeric Laporte,Left Center Back,2846,1258.0,1534.0,21.0,3.0693304246,122.0,288.0,12.0,39.78,48.51,0.66,0.1,3.86,9.11,0.38
Ayoze Díaz Díaz,Left Back,513,107.0,161.0,2.0,0.029183684,20.0,60.0,8.0,18.77,28.25,0.35,0.01,3.51,10.53,1.4
Ayoze García Pérez,Right Wing,155,14.0,17.0,1.0,0.0063762316,0.0,12.0,1.0,8.13,9.87,0.58,0.0,0.0,6.97,0.58
Aythami Artiles Oliva,Right Center Back,3063,1404.0,1696.0,10.0,1.419813698,103.0,261.0,3.0,41.25,49.83,0.29,0.04,3.03,7.67,0.09
Aïssa Mandi,Right Center Back,787,322.0,355.0,1.0,0.04382538,21.0,89.0,2.0,36.82,40.6,0.11,0.01,2.4,10.18,0.23
Bartholomew Owogbalor Ogbeche,Center Forward,186,12.0,17.0,2.0,0.23934877999999998,5.0,11.0,2.0,5.81,8.23,0.97,0.12,2.42,5.32,0.97
Bartlomiej Pawłowski,Center Forward,91,8.0,14.0,1.0,0.10704435,1.0,14.0,2.0,7.91,13.85,0.99,0.11,0.99,13.85,1.98
Ben Sahar,Left Wing,92,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.98,1.96,0.0,0.0,0.0,0.98,0.0
Benoît Trémoulinas,Left Back,2256,896.0,1225.0,13.0,0.794651972,89.0,177.0,15.0,35.74,48.87,0.52,0.03,3.55,7.06,0.6
Bernard Mensah,Left Defensive Midfield,734,38.0,42.0,2.0,0.018181613,3.0,21.0,4.0,4.66,5.15,0.25,0.0,0.37,2.57,0.49
Bernardo José Espinosa Zúñiga,Left Center Back,2030,539.0,755.0,19.0,1.266619016,78.0,221.0,1.0,23.9,33.47,0.84,0.06,3.46,9.8,0.04
Beñat Etxebarria Urkiaga,Left Defensive Midfield,4152,1898.0,2512.0,35.0,1.4567531209,268.0,782.0,34.0,41.14,54.45,0.76,0.03,5.81,16.95,0.74
Bojan Jokić,Left Back,216,73.0,102.0,0.0,0.0,7.0,33.0,0.0,30.42,42.5,0.0,0.0,2.92,13.75,0.0
Bojan Krkíc Pérez,Center Forward,6777,759.0,976.0,101.0,13.4221008116,131.0,342.0,69.0,10.08,12.96,1.34,0.18,1.74,4.54,0.92
Borja Ekiza Imaz,Right Center Back,846,199.0,282.0,0.0,0.0,42.0,120.0,5.0,21.17,30.0,0.0,0.0,4.47,12.77,0.53
Borja Fernández Fernández,Right Defensive Midfield,977,224.0,299.0,5.0,0.2411113344,32.0,158.0,3.0,20.63,27.54,0.46,0.02,2.95,14.55,0.28
Borja García Freire,Left Wing,227,58.0,78.0,1.0,0.005878457,6.0,44.0,0.0,23.0,30.93,0.4,0.0,2.38,17.44,0.0
Borja González Tomás,Center Forward,3356,471.0,677.0,95.0,16.9620708225,81.0,600.0,15.0,12.63,18.16,2.55,0.45,2.17,16.09,0.4
Borja Gómez Pérez,Left Center Back,182,28.0,42.0,0.0,0.0,2.0,18.0,0.0,13.85,20.77,0.0,0.0,0.99,8.9,0.0
Borja Herrera González,Left Back,92,47.0,55.0,1.0,0.009962751,4.0,17.0,2.0,45.98,53.8,0.98,0.01,3.91,16.63,1.96
Borja Iglesias Quintas,Center Forward,298,60.0,82.0,5.0,0.9717237,12.0,47.0,3.0,18.12,24.77,1.51,0.29,3.62,14.19,0.91
Borja Mayoral Moya,Center Forward,859,124.0,153.0,7.0,0.7297132630000001,20.0,132.0,12.0,12.99,16.03,0.73,0.08,2.1,13.83,1.26
Borja Oubiña Meléndez,Left Defensive Midfield,544,201.0,249.0,4.0,0.55366748,27.0,135.0,5.0,33.25,41.19,0.66,0.09,4.47,22.33,0.83
Borja Sainz Eguskiza,Left Center Forward,90,2.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0
Borja Valero Iglesias,Right Midfield,582,188.0,248.0,6.0,0.319638415,46.0,194.0,9.0,29.07,38.35,0.93,0.05,7.11,30.0,1.39
Borja Valle Balonga,Left Center Forward,177,23.0,27.0,4.0,0.409969662,2.0,23.0,0.0,11.69,13.73,2.03,0.21,1.02,11.69,0.0
Borja Viguera Manzanares,Center Forward,879,69.0,97.0,7.0,1.045676658,12.0,64.0,3.0,7.06,9.93,0.72,0.11,1.23,6.55,0.31
Boško Janković,Center Attacking Midfield,93,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.97,1.94,0.0,0.0,0.0,0.0,0.0
Braian Damián Rodríguez Carballo,Center Forward,91,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.99,2.97,0.0,0.0,0.0,2.97,0.0
Brais Méndez Portela,Right Midfield,476,145.0,183.0,7.0,0.81234657,20.0,120.0,4.0,27.42,34.6,1.32,0.15,3.78,22.69,0.76
Branko Ilič,Right Back,266,56.0,73.0,0.0,0.0,5.0,45.0,2.0,18.95,24.7,0.0,0.0,1.69,15.23,0.68
Braulio Nóbrega Rodríguez,Right Center Forward,91,12.0,19.0,1.0,0.13339077,4.0,13.0,0.0,11.87,18.79,0.99,0.13,3.96,12.86,0.0
Bruno Alexandre Vilela Gama,Right Wing,283,55.0,76.0,1.0,0.018486666,14.0,85.0,6.0,17.49,24.17,0.32,0.01,4.45,27.03,1.91
Bruno González Cabrera,Left Center Back,3099,882.0,1119.0,17.0,1.076868629,103.0,370.0,12.0,25.61,32.5,0.49,0.03,2.99,10.75,0.35
Bruno Saltor Grau,Right Back,538,191.0,251.0,0.0,0.0,29.0,96.0,5.0,31.95,41.99,0.0,0.0,4.85,16.06,0.84
Bruno Soriano Llido,Left Defensive Midfield,3942,1911.0,2260.0,25.0,3.8251735129999997,238.0,545.0,29.0,43.63,51.6,0.57,0.09,5.43,12.44,0.66
Bryan Gil Salvatierra,Left Center Midfield,95,3.0,4.0,0.0,0.0,0.0,8.0,0.0,2.84,3.79,0.0,0.0,0.0,7.58,0.0
Bryan Martín Rabello Mella,Right Midfield,91,6.0,7.0,0.0,0.0,4.0,2.0,0.0,5.93,6.92,0.0,0.0,3.96,1.98,0.0
Carl Medjani,Right Center Back,1315,406.0,528.0,8.0,0.702009052,26.0,92.0,2.0,27.79,36.14,0.55,0.05,1.78,6.3,0.14
Carles Aleña Castillo,Left Center Midfield,2083,626.0,680.0,13.0,1.052882576,32.0,235.0,8.0,27.05,29.38,0.56,0.05,1.38,10.15,0.35
Carles Domingo Pladevall,Left Back,92,11.0,16.0,0.0,0.0,2.0,5.0,0.0,10.76,15.65,0.0,0.0,1.96,4.89,0.0
Carles Gil de Pareja Vicent,Right Wing,221,65.0,78.0,4.0,0.069216537,11.0,42.0,4.0,26.47,31.76,1.63,0.03,4.48,17.1,1.63
Carles Planas Antolínez,Left Back,2242,908.0,1175.0,3.0,0.15004844900000003,53.0,357.0,5.0,36.45,47.17,0.12,0.01,2.13,14.33,0.2
Carles Puyol i Saforcada,Left Center Back,15511,8233.0,9189.0,54.0,8.369151194,708.0,1487.0,71.0,47.77,53.32,0.31,0.05,4.11,8.63,0.41
Carles Pérez Sayol,Left Wing,508,75.0,91.0,2.0,0.288418416,12.0,31.0,3.0,13.29,16.12,0.35,0.05,2.13,5.49,0.53
Carlos Alberto Sánchez Moreno,Right Center Midfield,180,24.0,32.0,0.0,0.0,8.0,31.0,0.0,12.0,16.0,0.0,0.0,4.0,15.5,0.0
Carlos Alberto Vela Garrido,Right Wing,3819,1004.0,1371.0,73.0,9.43054484,179.0,533.0,73.0,23.66,32.31,1.72,0.22,4.22,12.56,1.72
Carlos Andrés Diogo Enseñat,Right Back,549,135.0,191.0,3.0,0.127197083,22.0,78.0,3.0,22.13,31.31,0.49,0.02,3.61,12.79,0.49
Carlos Arturo Bacca Ahumada,Center Forward,742,66.0,92.0,11.0,1.546594274,8.0,82.0,3.0,8.01,11.16,1.33,0.19,0.97,9.95,0.36
Carlos Bellvís Llorens,Left Back,269,56.0,82.0,0.0,0.0,9.0,43.0,2.0,18.74,27.43,0.0,0.0,3.01,14.39,0.67
Carlos Calvo Sobrado,Center Attacking Midfield,147,12.0,27.0,1.0,0.0071377726,4.0,25.0,1.0,7.35,16.53,0.61,0.0,2.45,15.31,0.61
Carlos Carbonell Gil,Left Wing,92,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.98,1.96,0.0,0.0,0.98,2.93,0.0
Carlos Carmona Bonet,Right Wing,1487,394.0,576.0,15.0,2.6045733423,80.0,372.0,20.0,23.85,34.86,0.91,0.16,4.84,22.52,1.21
Carlos Castro García,Center Forward,2226,172.0,217.0,26.0,6.302123125,39.0,157.0,10.0,6.95,8.77,1.05,0.25,1.58,6.35,0.4
Carlos Clerc Martínez,Left Back,268,78.0,105.0,0.0,0.0,4.0,61.0,1.0,26.19,35.26,0.0,0.0,1.34,20.49,0.34
Carlos Fernández Luna,Center Forward,461,30.0,47.0,2.0,0.13437167,10.0,80.0,3.0,5.86,9.18,0.39,0.03,1.95,15.62,0.59
Carlos García Badías,Right Center Back,273,86.0,102.0,0.0,0.0,7.0,29.0,0.0,28.35,33.63,0.0,0.0,2.31,9.56,0.0
Carlos González Peña,Left Back,90,17.0,27.0,0.0,0.0,3.0,14.0,0.0,17.0,27.0,0.0,0.0,3.0,14.0,0.0
Carlos Gurpegi Nausia,Right Center Back,2075,598.0,768.0,9.0,0.664450015,77.0,260.0,11.0,25.94,33.31,0.39,0.03,3.34,11.28,0.48
Carlos Henrique Casimiro,Center Defensive Midfield,2780,1246.0,1437.0,30.0,2.1342863429,127.0,628.0,15.0,40.34,46.52,0.97,0.07,4.11,20.33,0.49
Carlos Joaquín Correa,Center Forward,254,40.0,49.0,4.0,0.2146470867,2.0,51.0,3.0,14.17,17.36,1.42,0.08,0.71,18.07,1.06
Carlos Jorge Neto Martins,Right Defensive Midfield,232,72.0,102.0,6.0,0.266656347,12.0,43.0,5.0,27.93,39.57,2.33,0.1,4.66,16.68,1.94
Carlos Lázaro Vallejo,Right Center Midfield,91,35.0,48.0,2.0,0.14716547500000002,5.0,28.0,1.0,34.62,47.47,1.98,0.15,4.95,27.69,0.99
Carlos Marchena López,Left Center Midfield,801,240.0,306.0,2.0,0.208418896,38.0,209.0,4.0,26.97,34.38,0.22,0.02,4.27,23.48,0.45
Carlos Martín Vigaray,Left Back,1573,440.0,589.0,4.0,0.293112745,60.0,256.0,13.0,25.17,33.7,0.23,0.02,3.43,14.65,0.74
Carlos Martínez Díez,Right Back,1418,457.0,621.0,5.0,0.2860599517,58.0,150.0,16.0,29.01,39.41,0.32,0.02,3.68,9.52,1.02
Carlos Merino González,Right Center Midfield,90,10.0,12.0,1.0,0.03783278,1.0,2.0,1.0,10.0,12.0,1.0,0.04,1.0,2.0,1.0
Carlos Neva Tey,Left Back,137,29.0,39.0,1.0,0.026862955,7.0,10.0,0.0,19.05,25.62,0.66,0.02,4.6,6.57,0.0
Carlos Reina Aranda,Center Forward,360,50.0,66.0,8.0,1.015698847,16.0,78.0,12.0,12.5,16.5,2.0,0.25,4.0,19.5,3.0
Carlos Soler Barragán,Right Midfield,638,154.0,190.0,4.0,0.205684335,28.0,190.0,1.0,21.72,26.8,0.56,0.03,3.95,26.8,0.14
Carmelo José González Jiménez,Center Attacking Midfield,308,54.0,85.0,1.0,0.10657971,8.0,89.0,3.0,15.78,24.84,0.29,0.03,2.34,26.01,0.88
Casto Espinosa Barriga,Goalkeeper,273,53.0,98.0,0.0,0.0,19.0,0.0,0.0,17.47,32.31,0.0,0.0,6.26,0.0,0.0
Cayetano Bartolomé Bonnín Vásquez,Right Back,92,8.0,10.0,0.0,0.0,0.0,7.0,0.0,7.83,9.78,0.0,0.0,0.0,6.85,0.0
Cecilio Nauzet Pérez González,Goalkeeper,91,22.0,32.0,0.0,0.0,10.0,0.0,0.0,21.76,31.65,0.0,0.0,9.89,0.0,0.0
Celso Borges Mora,Right Defensive Midfield,2554,946.0,1170.0,23.0,2.835844336,108.0,394.0,19.0,33.34,41.23,0.81,0.1,3.81,13.88,0.67
Charles Días Barbosa de Oliveira,Left Center Forward,3853,682.0,958.0,99.0,12.3600898955,100.0,489.0,15.0,15.93,22.38,2.31,0.29,2.34,11.42,0.35
Charly Musonda Junior,Left Midfield,1483,288.0,400.0,14.0,0.672990705,69.0,249.0,52.0,17.48,24.28,0.85,0.04,4.19,15.11,3.16
Cheick Doukouré,Left Center Midfield,91,18.0,23.0,1.0,0.051130917,5.0,28.0,1.0,17.8,22.75,0.99,0.05,4.95,27.69,0.99
Chengdong Zhang,Left Center Back,92,2.0,3.0,0.0,0.0,0.0,4.0,0.0,1.96,2.93,0.0,0.0,0.0,3.91,0.0
Chidozie Collins Awaziem,Right Center Back,96,15.0,19.0,0.0,0.0,3.0,12.0,0.0,14.06,17.81,0.0,0.0,2.81,11.25,0.0
Christian Abbiati,Goalkeeper,183,31.0,57.0,0.0,0.0,11.0,1.0,0.0,15.25,28.03,0.0,0.0,5.41,0.49,0.0
Christian Alfonso López,Left Wing,90,6.0,8.0,0.0,0.0,2.0,11.0,2.0,6.0,8.0,0.0,0.0,2.0,11.0,2.0
Christian Atsu Twasam,Right Midfield,959,112.0,143.0,9.0,1.258855359,18.0,65.0,13.0,10.51,13.42,0.84,0.12,1.69,6.1,1.22
Christian Bjørnshøj Poulsen,Left Center Midfield,370,149.0,174.0,3.0,0.16174919299999999,24.0,73.0,2.0,36.24,42.32,0.73,0.04,5.84,17.76,0.49
Christian Daniel Bravo Araneda,Right Wing,93,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.97,1.94,0.0,0.0,0.97,5.81,0.0
Christian Fernández Salas,Left Back,456,88.0,130.0,1.0,0.07932374,15.0,85.0,1.0,17.37,25.66,0.2,0.02,2.96,16.78,0.2
Christian Gabriel Oliva Giménez,Right Defensive Midfield,94,7.0,9.0,1.0,0.016389068,4.0,5.0,0.0,6.7,8.62,0.96,0.02,3.83,4.79,0.0
Christian Koffi Romaric N''Dri,Left Center Midfield,322,68.0,90.0,1.0,0.02254286,16.0,47.0,2.0,19.01,25.16,0.28,0.01,4.47,13.14,0.56
Christian Lell,Right Back,91,16.0,23.0,0.0,0.0,6.0,2.0,3.0,15.82,22.75,0.0,0.0,5.93,1.98,2.97
Christian Riganò,Right Center Forward,90,12.0,23.0,2.0,0.140070621,1.0,6.0,0.0,12.0,23.0,2.0,0.14,1.0,6.0,0.0
Christian Rivera Hernández,Left Defensive Midfield,275,25.0,30.0,0.0,0.0,5.0,14.0,0.0,8.18,9.82,0.0,0.0,1.64,4.58,0.0
Christian Robert Santos Kwasniewski,Center Forward,184,32.0,38.0,2.0,0.54491373,5.0,31.0,1.0,15.65,18.59,0.98,0.27,2.45,15.16,0.49
Christoph Metzelder,Right Center Back,169,34.0,48.0,0.0,0.0,4.0,13.0,1.0,18.11,25.56,0.0,0.0,2.13,6.92,0.53
Chu-Young Park,Center Forward,152,12.0,21.0,1.0,0.09510282,0.0,9.0,0.0,7.11,12.43,0.59,0.06,0.0,5.33,0.0
Ciro Immobile,Center Forward,636,41.0,63.0,14.0,2.585423243,10.0,78.0,2.0,5.8,8.92,1.98,0.37,1.42,11.04,0.28
Claudio Andrés Bravo Muñoz,Goalkeeper,7196,1826.0,2287.0,0.0,0.0,290.0,12.0,1.0,22.84,28.6,0.0,0.0,3.63,0.15,0.01
Claudio Beauvue,Right Wing,994,94.0,144.0,17.0,1.7239704075,24.0,95.0,10.0,8.51,13.04,1.54,0.16,2.17,8.6,0.91
Claudio Matías Kranevitter,Center Defensive Midfield,788,126.0,161.0,1.0,0.031144707,20.0,82.0,3.0,14.39,18.39,0.11,0.0,2.28,9.37,0.34
Clemente Juan Rodríguez,Left Back,90,27.0,42.0,1.0,0.07683859,7.0,22.0,0.0,27.0,42.0,1.0,0.08,7.0,22.0,0.0
Cléber Santana Loureiro,Left Center Midfield,182,34.0,36.0,0.0,0.0,3.0,15.0,0.0,16.81,17.8,0.0,0.0,1.48,7.42,0.0
Clément Lenglet,Left Center Back,6905,4707.0,5113.0,25.0,3.211109823,204.0,845.0,20.0,61.35,66.64,0.33,0.04,2.66,11.01,0.26
Cosmin Marius Contra,Right Back,138,66.0,79.0,0.0,0.0,4.0,36.0,4.0,43.04,51.52,0.0,0.0,2.61,23.48,2.61
Cristhian Ricardo Stuani Curbelo,Left Center Forward,719,50.0,90.0,10.0,1.2336734759999999,18.0,110.0,2.0,6.26,11.27,1.25,0.15,2.25,13.77,0.25
Cristian Darío Álvarez,Goalkeeper,260,73.0,104.0,0.0,0.0,18.0,2.0,0.0,25.27,36.0,0.0,0.0,6.23,0.69,0.0
Cristian Gabriel Rodríguez Barrotti,Left Wing,183,11.0,15.0,0.0,0.0,1.0,9.0,0.0,5.41,7.38,0.0,0.0,0.49,4.43,0.0
Cristian Gómez García,Right Wing,92,15.0,16.0,0.0,0.0,3.0,7.0,0.0,14.67,15.65,0.0,0.0,2.93,6.85,0.0
Cristian Hidalgo González,Left Wing,405,78.0,103.0,3.0,0.0876937686,13.0,141.0,6.0,17.33,22.89,0.67,0.02,2.89,31.33,1.33
Cristian Omar Espinoza,Right Wing,93,4.0,10.0,0.0,0.0,2.0,3.0,0.0,3.87,9.68,0.0,0.0,1.94,2.9,0.0
Cristian Osvaldo Álvarez,Right Midfield,145,21.0,33.0,2.0,0.0225796315,4.0,14.0,1.0,13.03,20.48,1.24,0.01,2.48,8.69,0.62
Cristian Portugués Manzanera,Right Wing,593,112.0,147.0,6.0,0.822650703,20.0,151.0,7.0,17.0,22.31,0.91,0.12,3.04,22.92,1.06
Cristian Tello Herrera,Left Wing,4850,806.0,988.0,66.0,4.4417263705,101.0,319.0,46.0,14.96,18.33,1.22,0.08,1.87,5.92,0.85
Cristiano Biraghi,Left Back,2832,939.0,1372.0,11.0,0.14334882999999998,99.0,320.0,12.0,29.84,43.6,0.35,0.0,3.15,10.17,0.38
Cristiano Piccini,Right Back,1694,710.0,943.0,14.0,0.4584426865,98.0,245.0,27.0,37.72,50.1,0.74,0.02,5.21,13.02,1.43
Cristiano Ronaldo dos Santos Aveiro,Left Wing,4623,1167.0,1541.0,306.0,40.5987134561,129.0,332.0,85.0,22.72,30.0,5.96,0.79,2.51,6.46,1.65
Cédric Bakambu,Right Center Forward,2924,388.0,549.0,52.0,9.716121025,65.0,420.0,27.0,11.94,16.9,1.6,0.3,2.0,12.93,0.83
César Arzo Amposta,Left Center Back,267,49.0,67.0,2.0,0.157679086,11.0,28.0,1.0,16.52,22.58,0.67,0.05,3.71,9.44,0.34
César Azpilicueta Tanco,Right Back,371,99.0,167.0,0.0,0.0,22.0,118.0,2.0,24.02,40.51,0.0,0.0,5.34,28.63,0.49
César Cruchaga Lasa,Right Center Back,267,50.0,61.0,0.0,0.0,10.0,16.0,2.0,16.85,20.56,0.0,0.0,3.37,5.39,0.67
César González Navas,Right Center Back,360,81.0,108.0,2.0,0.11593840999999999,11.0,40.0,0.0,20.25,27.0,0.5,0.03,2.75,10.0,0.0
César Palacios Chocarro,Right Center Midfield,172,32.0,37.0,0.0,0.0,7.0,25.0,1.0,16.74,19.36,0.0,0.0,3.66,13.08,0.52
César Sánchez Domínguez,Goalkeeper,815,142.0,281.0,0.0,0.0,48.0,2.0,0.0,15.68,31.03,0.0,0.0,5.3,0.22,0.0
Damià Abella Pérez,Left Back,781,153.0,215.0,4.0,0.5785341629999999,19.0,132.0,4.0,17.63,24.78,0.46,0.07,2.19,15.21,0.46
Damián Ariel Escudero,Left Wing,185,17.0,21.0,1.0,0.1593968,2.0,4.0,5.0,8.27,10.22,0.49,0.08,0.97,1.95,2.43
Damián Marcelo Musto,Right Defensive Midfield,92,29.0,37.0,0.0,0.0,3.0,12.0,0.0,28.37,36.2,0.0,0.0,2.93,11.74,0.0
Damián Nicolás Suárez Suárez,Right Back,3548,1486.0,1996.0,9.0,0.2029115453,166.0,671.0,30.0,37.69,50.63,0.23,0.01,4.21,17.02,0.76
Dani Castellano Betancor,Left Back,2478,1124.0,1408.0,8.0,0.35396272900000003,109.0,307.0,41.0,40.82,51.14,0.29,0.01,3.96,11.15,1.49
Daniel Alberto Díaz,Right Center Back,807,176.0,212.0,1.0,0.05891282,29.0,93.0,4.0,19.63,23.64,0.11,0.01,3.23,10.37,0.45
Daniel Alejandro Torres Rojas,Left Defensive Midfield,249,59.0,78.0,0.0,0.0,14.0,42.0,0.0,21.33,28.19,0.0,0.0,5.06,15.18,0.0
Daniel Alves da Silva,Right Back,20217,15069.0,18170.0,230.0,9.7503422386,1401.0,3525.0,397.0,67.08,80.89,1.02,0.04,6.24,15.69,1.77
Daniel Aquino Pintos,Left Midfield,91,18.0,28.0,1.0,0.045600697,4.0,22.0,2.0,17.8,27.69,0.99,0.05,3.96,21.76,1.98
Daniel Aranzubia Aguado,Goalkeeper,714,115.0,234.0,0.0,0.0,44.0,4.0,0.0,14.5,29.5,0.0,0.0,5.55,0.5,0.0
"Daniel Armand N""Gom Komé",Left Wing,316,86.0,99.0,3.0,0.257930051,17.0,89.0,4.0,24.49,28.2,0.85,0.07,4.84,25.35,1.14
Daniel Arnaud N''Di	,Center Attacking Midfield,1097,153.0,227.0,12.0,1.714392993,38.0,127.0,17.0,12.55,18.62,0.98,0.14,3.12,10.42,1.39
Daniel Carvajal Ramos,Right Back,2736,1543.0,1797.0,11.0,0.546534595,118.0,507.0,28.0,50.76,59.11,0.36,0.02,3.88,16.68,0.92
Daniel Ceballos Fernández,Center Attacking Midfield,3012,1036.0,1293.0,21.0,0.8023307457,181.0,577.0,66.0,30.96,38.64,0.63,0.02,5.41,17.24,1.97
Daniel Estrada Agirrezablaga,Right Back,409,64.0,106.0,0.0,0.0,9.0,49.0,1.0,14.08,23.33,0.0,0.0,1.98,10.78,0.22
Daniel Filipe Martins Carriço,Left Center Back,1793,529.0,651.0,10.0,1.5367720249999999,61.0,224.0,5.0,26.55,32.68,0.5,0.08,3.06,11.24,0.25
Daniel García Carrillo,Left Defensive Midfield,3987,1666.0,2175.0,22.0,1.338788616,275.0,722.0,20.0,37.61,49.1,0.5,0.03,6.21,16.3,0.45
Daniel Giménez Hernández,Goalkeeper,271,47.0,86.0,0.0,0.0,12.0,0.0,0.0,15.61,28.56,0.0,0.0,3.99,0.0,0.0
Daniel González Benítez,Left Midfield,178,21.0,45.0,1.0,0.026217688,10.0,52.0,1.0,10.62,22.75,0.51,0.01,5.06,26.29,0.51
Daniel González Güiza,Left Center Forward,167,25.0,33.0,5.0,0.317858565,9.0,27.0,4.0,13.47,17.78,2.69,0.17,4.85,14.55,2.16
Daniel Gómez Alcón,Right Center Forward,184,25.0,34.0,3.0,0.23025487,6.0,23.0,2.0,12.23,16.63,1.47,0.11,2.93,11.25,0.98
Daniel Hernández Santos,Goalkeeper,93,23.0,35.0,0.0,0.0,4.0,1.0,0.0,22.26,33.87,0.0,0.0,3.87,0.97,0.0
Daniel Jarque Gonzalez,Left Center Back,553,86.0,132.0,1.0,0.07458934,13.0,65.0,1.0,14.0,21.48,0.16,0.01,2.12,10.58,0.16
Daniel José Rodríguez Vázquez,Left Midfield,186,68.0,82.0,4.0,0.516165756,18.0,72.0,5.0,32.9,39.68,1.94,0.25,8.71,34.84,2.42
Daniel João Santos Candeias,Left Midfield,90,4.0,6.0,0.0,0.0,0.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,2.0,1.0
Daniel Nieto Vela,Right Center Forward,91,3.0,5.0,0.0,0.0,2.0,8.0,1.0,2.97,4.95,0.0,0.0,1.98,7.91,0.99
Daniel Parejo Muñoz,Right Center Midfield,4352,2139.0,2616.0,66.0,8.5605446762,266.0,1266.0,49.0,44.23,54.1,1.36,0.18,5.5,26.18,1.01
Daniel Raba Antolín,Right Midfield,151,14.0,21.0,1.0,0.07438257,3.0,30.0,0.0,8.34,12.52,0.6,0.04,1.79,17.88,0.0
Daniel Toribio Gutiérrez,Left Center Midfield,91,16.0,24.0,0.0,0.0,2.0,29.0,0.0,15.82,23.74,0.0,0.0,1.98,28.68,0.0
Daniel Wass,Right Center Midfield,3683,1507.0,1948.0,53.0,4.4828595015,145.0,502.0,23.0,36.83,47.6,1.3,0.11,3.54,12.27,0.56
Daniele Bonera,Right Center Back,1191,432.0,504.0,2.0,0.187640244,21.0,84.0,1.0,32.64,38.09,0.15,0.01,1.59,6.35,0.08
Daniele Verde,Center Attacking Midfield,160,20.0,32.0,2.0,0.098250301,2.0,25.0,1.0,11.25,18.0,1.12,0.06,1.12,14.06,0.56
Danilo Barbosa da Silva,Right Center Midfield,1588,377.0,502.0,16.0,0.876247253,78.0,342.0,26.0,21.37,28.45,0.91,0.05,4.42,19.38,1.47
Danilo Luiz da Silva,Right Back,2133,1260.0,1491.0,18.0,0.958600025,95.0,267.0,16.0,53.16,62.91,0.76,0.04,4.01,11.27,0.68
Darko Brašanac,Right Center Midfield,324,35.0,45.0,1.0,0.20863318,3.0,27.0,2.0,9.72,12.5,0.28,0.06,0.83,7.5,0.56
Darko Kovačević,Center Forward,92,14.0,22.0,2.0,0.088234034,2.0,20.0,0.0,13.7,21.52,1.96,0.09,1.96,19.57,0.0
Darwin Daniel Machís Marcano,Left Wing,442,51.0,84.0,9.0,0.9006356053,29.0,84.0,10.0,10.38,17.1,1.83,0.18,5.9,17.1,2.04
David Aganzo Méndez,Right Center Midfield,165,6.0,7.0,2.0,0.2504386,1.0,10.0,0.0,3.27,3.82,1.09,0.14,0.55,5.45,0.0
David Albelda Aliqués,Left Center Midfield,861,300.0,377.0,4.0,0.2123670635,36.0,255.0,1.0,31.36,39.41,0.42,0.02,3.76,26.66,0.1
David Barral Torres,Center Forward,1936,196.0,283.0,27.0,2.748601033,51.0,221.0,17.0,9.11,13.16,1.26,0.13,2.37,10.27,0.79
David Beckham,Left Defensive Midfield,178,54.0,72.0,0.0,0.0,7.0,34.0,1.0,27.3,36.4,0.0,0.0,3.54,17.19,0.51
David Belenguer Reverter,Right Center Back,275,76.0,86.0,0.0,0.0,7.0,26.0,4.0,24.87,28.15,0.0,0.0,2.29,8.51,1.31
David Carmona Sierra,Right Back,92,20.0,36.0,1.0,0.018405778,7.0,23.0,0.0,19.57,35.22,0.98,0.02,6.85,22.5,0.0
David Castedo Escudero,Left Back,361,101.0,132.0,0.0,0.0,14.0,74.0,2.0,25.18,32.91,0.0,0.0,3.49,18.45,0.5
David Cobeño Iglesias,Goalkeeper,264,68.0,106.0,0.0,0.0,14.0,3.0,0.0,23.18,36.14,0.0,0.0,4.77,1.02,0.0
David Coromina Pararols,Left Back,93,29.0,39.0,0.0,0.0,2.0,16.0,0.0,28.06,37.74,0.0,0.0,1.94,15.48,0.0
David Cortés Caballero,Right Back,639,228.0,295.0,0.0,0.0,39.0,105.0,2.0,32.11,41.55,0.0,0.0,5.49,14.79,0.28
David Costas Cordal,Left Center Back,92,32.0,33.0,0.0,0.0,2.0,5.0,0.0,31.3,32.28,0.0,0.0,1.96,4.89,0.0
